,init_value,est_value
CONC2_init,0.14717637851736085,0.04246098984013993
CONC3_init,0.04016559247319269,0.16598089146888179
CONC4_init,0.7737290842008355,0.23665620747355276
CONC5_init,0.5170720701926518,0.3743171777243467
CONC6_init,0.08810284682282134,0.8372565041030933
ER_init,0.6404161330453981,0.12604737829819274
PR_init,0.7122701642354411,0.7941287753443627
GREB1_init,0.764445325891931,0.9134348990318942
TFF1_init,0.969703590374261,0.9671899408866416
d_er,0.6553161960273116,0.02227131880644441
d_pr,0.6499992483673325,0.06562196867299717
d_greb1,0.944186258819702,0.3725773184940744
d_tff1,0.5704345233566248,0.0
b_e2er,0.5848568591859359,0.9999999999
d_e2er,0.12352712569119106,0.24597683777854515
b_e2erpr,0.25614851566887314,0.025412532897680137
d_e2erpr,0.18019635713569482,0.8141993330728129
b_e2erprgreb1,0.17109873309911938,0.9999999527096903
d_e2erprgreb1,0.9038743405138946,0.004810306600735929
stim_pr,0.6879731959756479,67.69653835443742
stim_greb1,0.7417628008609629,999.9999981621162
stim_tff1,0.42086621000171526,10.469512336084824
s_er,0.419675064181831,0.002807241346795553
s_pr,0.46297507138751315,0.05211229361797338
s_greb1,0.7217787723261102,0.34032512530020875
s_tff1,0.5531524053723493,0.0
