treatment	medium	dose_uM	plateID	timeID	cell_line	imageNumber	locationID	control	variable	value
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	54	G05_2	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.562237949
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	55	G06_1	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.341946835
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	56	G06_2	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.89532757
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	57	G07_1	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	3.676009637
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	58	G07_2	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	6.434475744
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	59	G08_1	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.692637022
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	60	G08_2	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	4.071161586
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	61	H03_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.920823792
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	62	H03_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.169258249
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	63	H04_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.27355893
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	64	H04_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.904805868
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	65	H05_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.66429833
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	66	H05_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.610540864
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	67	H06_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.461269781
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	68	H06_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.649926938
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	69	H07_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	5.562080778
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	70	H07_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	7.970861659
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	71	H08_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	4.274359694
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	72	H08_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	8.717780738
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	73	I03_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.833794667
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	74	I03_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.556470713
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	75	I04_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.895442165
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	76	I04_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.319333441
DMSO	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	77	I05_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.495290779
DMSO	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	78	I05_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.161119187
DMSO	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	79	I06_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.548600303
DMSO	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	80	I06_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.475187226
17B-estradiol	Starv_medium_1	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	81	I07_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	4.202167937
17B-estradiol	Starv_medium_1	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	82	I07_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	5.619990493
17B-estradiol	Starv_medium_1	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	83	I08_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	5.36974942
17B-estradiol	Starv_medium_1	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	84	I08_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	5.572811962
Medium	Starv_medium_2	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	85	J03_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.328493194
Medium	Starv_medium_2	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	86	J03_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.770749689
Medium	Starv_medium_2	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	87	J04_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.734077184
Medium	Starv_medium_2	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	88	J04_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.561505204
DMSO	Starv_medium_2	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	89	J05_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.292986521
DMSO	Starv_medium_2	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	90	J05_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.790839799
DMSO	Starv_medium_2	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	91	J06_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.131814182
DMSO	Starv_medium_2	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	92	J06_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.471308745
17B-estradiol	Starv_medium_2	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	93	J07_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.114770296
17B-estradiol	Starv_medium_2	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	94	J07_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.172168942
17B-estradiol	Starv_medium_2	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	95	J08_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	3.033148845
17B-estradiol	Starv_medium_2	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	96	J08_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.860987787
Medium	Comp_medium_NS	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	1	C03_1	1	imageCountParentObj	359
Medium	Comp_medium_NS	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	2	C03_2	1	imageCountParentObj	305
Medium	Comp_medium_NS	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	3	C04_1	1	imageCountParentObj	397
Medium	Comp_medium_NS	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	4	C04_2	1	imageCountParentObj	361
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	5	C05_1	1	imageCountParentObj	220
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	6	C05_2	1	imageCountParentObj	214
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	7	C06_1	1	imageCountParentObj	254
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	8	C06_2	1	imageCountParentObj	249
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	9	C07_1	1	imageCountParentObj	427
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	10	C07_2	1	imageCountParentObj	343
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	11	C08_1	1	imageCountParentObj	352
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	12	C08_2	1	imageCountParentObj	355
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	13	D03_1	2	imageCountParentObj	220
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	14	D03_2	2	imageCountParentObj	203
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	15	D04_1	2	imageCountParentObj	210
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	16	D04_2	2	imageCountParentObj	248
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	17	D05_1	2	imageCountParentObj	232
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	18	D05_2	2	imageCountParentObj	250
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	19	D06_1	2	imageCountParentObj	189
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	20	D06_2	2	imageCountParentObj	230
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	21	D07_1	2	imageCountParentObj	330
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	22	D07_2	2	imageCountParentObj	336
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	23	D08_1	2	imageCountParentObj	266
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	24	D08_2	2	imageCountParentObj	393
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	25	E03_1	3	imageCountParentObj	295
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	26	E03_2	3	imageCountParentObj	263
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	27	E04_1	3	imageCountParentObj	243
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	28	E04_2	3	imageCountParentObj	250
DMSO	Starv_medium_1	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	29	E05_1	3	imageCountParentObj	282
DMSO	Starv_medium_1	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	30	E05_2	3	imageCountParentObj	234
DMSO	Starv_medium_1	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	31	E06_1	3	imageCountParentObj	312
DMSO	Starv_medium_1	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	32	E06_2	3	imageCountParentObj	291
17B-estradiol	Starv_medium_1	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	33	E07_1	3	imageCountParentObj	421
17B-estradiol	Starv_medium_1	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	34	E07_2	3	imageCountParentObj	510
17B-estradiol	Starv_medium_1	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	35	E08_1	3	imageCountParentObj	337
17B-estradiol	Starv_medium_1	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	36	E08_2	3	imageCountParentObj	402
Medium	Starv_medium_2	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	37	F03_1	4	imageCountParentObj	114
Medium	Starv_medium_2	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	38	F03_2	4	imageCountParentObj	87
Medium	Starv_medium_2	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	39	F04_1	4	imageCountParentObj	111
Medium	Starv_medium_2	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	40	F04_2	4	imageCountParentObj	95
DMSO	Starv_medium_2	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	41	F05_1	4	imageCountParentObj	134
DMSO	Starv_medium_2	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	42	F05_2	4	imageCountParentObj	107
DMSO	Starv_medium_2	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	43	F06_1	4	imageCountParentObj	117
DMSO	Starv_medium_2	0	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	44	F06_2	4	imageCountParentObj	132
17B-estradiol	Starv_medium_2	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	45	F07_1	4	imageCountParentObj	99
17B-estradiol	Starv_medium_2	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	46	F07_2	4	imageCountParentObj	127
17B-estradiol	Starv_medium_2	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	47	F08_1	4	imageCountParentObj	88
17B-estradiol	Starv_medium_2	1	20200217_Exp005-MT_t48	48	MCF7-GREB1-GFP	48	F08_2	4	imageCountParentObj	131
Medium	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	49	G03_1	5	imageCountParentObj	189
Medium	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	50	G03_2	5	imageCountParentObj	194
Medium	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	51	G04_1	5	imageCountParentObj	216
Medium	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	52	G04_2	5	imageCountParentObj	245
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	53	G05_1	5	imageCountParentObj	203
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	54	G05_2	5	imageCountParentObj	258
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	55	G06_1	5	imageCountParentObj	191
DMSO	Comp_medium_NS	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	56	G06_2	5	imageCountParentObj	273
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	57	G07_1	5	imageCountParentObj	193
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	58	G07_2	5	imageCountParentObj	231
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	59	G08_1	5	imageCountParentObj	178
17B-estradiol	Comp_medium_NS	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	60	G08_2	5	imageCountParentObj	192
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	61	H03_1	6	imageCountParentObj	300
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	62	H03_2	6	imageCountParentObj	258
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	63	H04_1	6	imageCountParentObj	228
Medium	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	64	H04_2	6	imageCountParentObj	289
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	65	H05_1	6	imageCountParentObj	378
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	66	H05_2	6	imageCountParentObj	352
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	67	H06_1	6	imageCountParentObj	339
DMSO	Comp_medium_S	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	68	H06_2	6	imageCountParentObj	406
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	69	H07_1	6	imageCountParentObj	218
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	70	H07_2	6	imageCountParentObj	304
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	71	H08_1	6	imageCountParentObj	201
17B-estradiol	Comp_medium_S	1	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	72	H08_2	6	imageCountParentObj	331
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	73	I03_1	7	imageCountParentObj	311
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	74	I03_2	7	imageCountParentObj	301
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	75	I04_1	7	imageCountParentObj	298
Medium	Starv_medium_1	0	20200217_Exp005-MT_t48	24	MCF7-GREB1-GFP	76	I04_2	7	imageCountParentObj	367
