treatment	medium	dose_uM	plateID	timeID	cell_line	locationID	control	variable	value
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	D06_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.726915428
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	D06_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.619830752
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	D07_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	33.99042555
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	D07_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	30.52744395
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	D08_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	38.66380112
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	D08_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	35.14336679
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D09_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	6.462033311
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D09_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.092819662
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D10_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.757889531
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D10_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.130586959
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D11_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.963762652
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D11_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.514522244
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D12_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.192776318
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D12_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.30278583
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D13_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	39.72385461
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D13_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	37.90594431
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D14_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	30.99356315
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	D14_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	31.76399215
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E03_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.327026243
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E03_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.323965758
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E04_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.366551422
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E04_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.941355725
DMSO	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E05_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.875949816
DMSO	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E05_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.536373259
DMSO	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E06_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.328213404
DMSO	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E06_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.967013165
17B-estradiol	Starv_medium_1	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E07_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	26.42135367
17B-estradiol	Starv_medium_1	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E07_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	20.19884714
17B-estradiol	Starv_medium_1	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E08_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	34.19154164
17B-estradiol	Starv_medium_1	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	E08_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	33.20553496
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E09_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.719815568
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E09_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.70227982
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E10_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.369568076
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E10_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	11.06205809
DMSO	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E11_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.933390212
DMSO	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E11_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.667490829
DMSO	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E12_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	11.98977781
DMSO	Starv_medium_1	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E12_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.159189031
17B-estradiol	Starv_medium_1	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E13_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	22.20645013
17B-estradiol	Starv_medium_1	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E13_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	18.74292005
17B-estradiol	Starv_medium_1	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E14_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	31.09117251
17B-estradiol	Starv_medium_1	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	E14_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	33.02915902
Medium	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F03_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.938506336
Medium	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F03_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.031998484
Medium	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F04_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.776849688
Medium	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F04_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.930933049
DMSO	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F05_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.875946299
DMSO	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F05_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.626623191
DMSO	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F06_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.665563528
DMSO	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F06_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.475519119
17B-estradiol	Starv_medium_2	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F07_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.340035536
17B-estradiol	Starv_medium_2	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F07_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.614743917
17B-estradiol	Starv_medium_2	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F08_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.822201221
17B-estradiol	Starv_medium_2	1	20200223_Exp007_MT_t48	48	MCF7-PGR-GFP	F08_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	10.28357703
Medium	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F09_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.721054687
Medium	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F09_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.172949305
Medium	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F10_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.677912521
Medium	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F10_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.72605531
DMSO	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F11_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.705675625
DMSO	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F11_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.750846269
DMSO	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F12_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.953074719
DMSO	Starv_medium_2	0	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F12_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.166752562
17B-estradiol	Starv_medium_2	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F13_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.612387217
17B-estradiol	Starv_medium_2	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F13_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.790681256
17B-estradiol	Starv_medium_2	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F14_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	11.91154373
17B-estradiol	Starv_medium_2	1	20200223_Exp007_MT_t48	48	MCF7-TFF1-GFP	F14_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	14.04857402
Medium	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G03_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	15.7359815
Medium	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G03_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	16.76789347
Medium	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G04_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	17.24372818
Medium	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G04_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	18.44925247
DMSO	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G05_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.396280182
DMSO	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G05_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.827588962
DMSO	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G06_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.635622954
DMSO	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G06_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.161949469
17B-estradiol	Comp_medium_NS	1	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G07_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	28.25319656
17B-estradiol	Comp_medium_NS	1	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G07_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	36.50922622
17B-estradiol	Comp_medium_NS	1	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G08_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	30.69212279
17B-estradiol	Comp_medium_NS	1	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	G08_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	26.9596467
Medium	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G09_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	30.72674632
Medium	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G09_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	17.26123572
Medium	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G10_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	13.91319519
Medium	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G10_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	19.09011416
DMSO	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G11_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.354825798
DMSO	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G11_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.274687107
DMSO	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G12_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.81930546
DMSO	Comp_medium_NS	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G12_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.804147816
17B-estradiol	Comp_medium_NS	1	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G13_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	20.57907594
17B-estradiol	Comp_medium_NS	1	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G13_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	30.71247959
17B-estradiol	Comp_medium_NS	1	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G14_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	19.17403305
17B-estradiol	Comp_medium_NS	1	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	G14_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	26.6284334
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H03_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.422930549
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H03_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.146059292
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H04_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.121996185
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H04_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.29434242
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H05_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.398827495
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H05_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.401907565
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H06_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.946295852
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H06_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.802692605
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H07_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	18.95181791
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H07_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	24.16678877
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H08_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	23.04397992
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	H08_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	23.98877903
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H09_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	11.19839254
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H09_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.598486881
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H10_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.494024845
Medium	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H10_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.68205154
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H11_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.296978689
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H11_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.406081389
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H12_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.747093588
DMSO	Comp_medium_S	0	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H12_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.683555917
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H13_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	37.25955408
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H13_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	37.71001476
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H14_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	40.63427488
17B-estradiol	Comp_medium_S	1	20200223_Exp007_MT_t48	24	MCF7-TFF1-GFP	H14_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	32.38437944
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	I03_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.602864132
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	I03_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.887369037
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	I04_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.817844434
Medium	Starv_medium_1	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	I04_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.412920506
DMSO	Starv_medium_1	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	I05_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.241453479
DMSO	Starv_medium_1	0	20200223_Exp007_MT_t48	24	MCF7-PGR-GFP	I05_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.295998004
