treatment	medium	dose_uM	plateID	timeID	cell_line	locationID	control	variable	value
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	D04_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.480592449
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	D04_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.645345375
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	D05_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.3310299
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	D05_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.37543288
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	D06_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.638281536
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	D06_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.51729386
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	D07_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	23.41343565
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	D07_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	20.91950792
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	D08_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	24.31424803
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	D08_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	29.44047863
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D09_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.910345924
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D09_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.126693481
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D10_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.086605184
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D10_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.108731722
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D11_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.931510965
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D11_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.072002784
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D12_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	5.769315825
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D12_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.348859927
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D13_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	31.94815909
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D13_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	36.59800019
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D14_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	22.9973914
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	D14_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	28.16799431
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E03_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.512625077
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E03_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.415147475
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E04_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.60406885
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E04_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.783301111
DMSO	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E05_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.202507279
DMSO	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E05_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.782494856
DMSO	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E06_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.68088557
DMSO	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E06_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.51238476
17B-estradiol	Starv_medium_1	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E07_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	14.90294899
17B-estradiol	Starv_medium_1	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E07_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	16.76008962
17B-estradiol	Starv_medium_1	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E08_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	11.1546238
17B-estradiol	Starv_medium_1	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	E08_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	16.65485086
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E09_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	10.35663347
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E09_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.727427659
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E10_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.650634791
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E10_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	13.24133803
DMSO	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E11_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.864264936
DMSO	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E11_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.205235115
DMSO	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E12_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	10.33078546
DMSO	Starv_medium_1	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E12_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	12.02424645
17B-estradiol	Starv_medium_1	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E13_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	27.81453604
17B-estradiol	Starv_medium_1	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E13_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	26.57789125
17B-estradiol	Starv_medium_1	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E14_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	24.58128868
17B-estradiol	Starv_medium_1	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	E14_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	27.83813439
Medium	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F03_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.265553461
Medium	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F03_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.13864591
Medium	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F04_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.546951669
Medium	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F04_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.560575461
DMSO	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F05_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.726129122
DMSO	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F05_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.631346146
DMSO	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F06_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.745780609
DMSO	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F06_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.514164447
17B-estradiol	Starv_medium_2	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F07_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.327518613
17B-estradiol	Starv_medium_2	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F07_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.887037171
17B-estradiol	Starv_medium_2	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F08_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.502513467
17B-estradiol	Starv_medium_2	1	20200222_Exp007_MT_t24	24	MCF7-PGR-GFP	F08_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.868139281
Medium	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F09_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.418060709
Medium	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F09_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.044849196
Medium	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F10_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.288604384
Medium	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F10_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.758795221
DMSO	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F11_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.293289545
DMSO	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F11_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.355481515
DMSO	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F12_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.532647419
DMSO	Starv_medium_2	0	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F12_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.754002191
17B-estradiol	Starv_medium_2	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F13_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.541886939
17B-estradiol	Starv_medium_2	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F13_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.360014154
17B-estradiol	Starv_medium_2	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F14_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	5.605434943
17B-estradiol	Starv_medium_2	1	20200222_Exp007_MT_t24	24	MCF7-TFF1-GFP	F14_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.983063567
Medium	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G03_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	11.42469443
Medium	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G03_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	12.87947732
Medium	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G04_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	13.15319895
Medium	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G04_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	13.32706198
DMSO	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G05_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	12.71091463
DMSO	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G05_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	13.13593108
DMSO	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G06_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	11.31631733
DMSO	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G06_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	12.26634652
17B-estradiol	Comp_medium_NS	1	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G07_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	12.39391299
17B-estradiol	Comp_medium_NS	1	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G07_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	18.14782856
17B-estradiol	Comp_medium_NS	1	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G08_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	13.29602779
17B-estradiol	Comp_medium_NS	1	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	G08_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	18.32722819
Medium	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G09_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.565776904
Medium	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G09_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.412884863
Medium	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G10_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.402012893
Medium	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G10_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.449430334
DMSO	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G11_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.693189664
DMSO	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G11_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.366981916
DMSO	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G12_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.385915641
DMSO	Comp_medium_NS	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G12_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.724406298
17B-estradiol	Comp_medium_NS	1	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G13_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.243349436
17B-estradiol	Comp_medium_NS	1	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G13_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.121918282
17B-estradiol	Comp_medium_NS	1	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G14_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.002627779
17B-estradiol	Comp_medium_NS	1	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	G14_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.849881066
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H03_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.642537263
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H03_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.242616173
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H04_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.261497412
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H04_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.54126632
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H05_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.336171797
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H05_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.98283699
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H06_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.94726168
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H06_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.842920765
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H07_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.450146128
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H07_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	5.295748263
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H08_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.340400481
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	H08_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	5.098833059
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H09_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	10.30358989
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H09_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	11.0548124
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H10_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.337380073
Medium	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H10_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	14.31041846
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H11_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.465326074
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H11_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.28957775
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H12_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	6.097619655
DMSO	Comp_medium_S	0	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H12_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.259153009
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H13_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	10.33177259
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H13_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.791596614
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H14_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	10.73252838
17B-estradiol	Comp_medium_S	1	20200222_Exp007_MT_t24	0	MCF7-TFF1-GFP	H14_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	10.50122428
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	I03_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.876943591
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	I03_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.234326005
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	I04_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	0.544598009
Medium	Starv_medium_1	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	I04_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.302602827
DMSO	Starv_medium_1	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	I05_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.170190893
DMSO	Starv_medium_1	0	20200222_Exp007_MT_t24	0	MCF7-PGR-GFP	I05_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.773872604
