treatment	medium	dose_uM	plateID	timeID	cell_line	imageNumber	locationID	control	variable	value
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	45	F07_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.877669293
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	46	F07_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.509159692
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	47	F08_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.485885873
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	48	F08_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.552117848
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	49	G03_1	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	3.05525734
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	50	G03_2	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	3.718878553
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	51	G04_1	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	3.149264021
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	52	G04_2	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	4.09993866
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	53	G05_1	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	4.344730344
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	54	G05_2	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	4.598469206
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	55	G06_1	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.615141903
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	56	G06_2	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.728928788
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	57	G07_1	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.254632797
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	58	G07_2	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.990087488
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	59	G08_1	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.986753237
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	60	G08_2	5	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.884664046
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	61	H03_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.02402877
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	62	H03_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.396213578
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	63	H04_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.27052236
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	64	H04_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	3.186270185
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	65	H05_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.04844467
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	66	H05_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.537422384
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	67	H06_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.86102922
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	68	H06_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.340782116
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	69	H07_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.258424363
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	70	H07_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.988726411
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	71	H08_1	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.281224505
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	72	H08_2	6	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.327650261
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	73	I03_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.778820825
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	74	I03_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.835621344
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	75	I04_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.358333495
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	76	I04_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.752239564
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	77	I05_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.485805737
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	78	I05_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.377488982
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	79	I06_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.390581569
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	80	I06_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.619300225
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	81	I07_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.966670736
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	82	I07_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.658555526
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	83	I08_1	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	3.10137563
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	84	I08_2	7	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.582256246
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	85	J03_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.316167642
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	86	J03_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.706418411
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	87	J04_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.674293709
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	88	J04_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.679479085
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	89	J05_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.837462236
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	90	J05_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.819558042
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	91	J06_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.973056592
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	92	J06_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.456926056
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	93	J07_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.715288935
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	94	J07_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.470475334
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	95	J08_1	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.085580399
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	96	J08_2	8	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.842864797
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	1	C03_1	1	imageCountParentObj	245
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	2	C03_2	1	imageCountParentObj	211
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	3	C04_1	1	imageCountParentObj	280
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	4	C04_2	1	imageCountParentObj	226
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	5	C05_1	1	imageCountParentObj	155
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	6	C05_2	1	imageCountParentObj	169
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	7	C06_1	1	imageCountParentObj	203
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	8	C06_2	1	imageCountParentObj	194
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	9	C07_1	1	imageCountParentObj	295
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	10	C07_2	1	imageCountParentObj	263
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	11	C08_1	1	imageCountParentObj	207
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	12	C08_2	1	imageCountParentObj	259
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	13	D03_1	2	imageCountParentObj	175
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	14	D03_2	2	imageCountParentObj	159
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	15	D04_1	2	imageCountParentObj	160
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	16	D04_2	2	imageCountParentObj	177
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	17	D05_1	2	imageCountParentObj	218
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	18	D05_2	2	imageCountParentObj	217
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	19	D06_1	2	imageCountParentObj	152
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	20	D06_2	2	imageCountParentObj	195
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	21	D07_1	2	imageCountParentObj	215
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	22	D07_2	2	imageCountParentObj	239
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	23	D08_1	2	imageCountParentObj	176
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	24	D08_2	2	imageCountParentObj	234
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	25	E03_1	3	imageCountParentObj	248
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	26	E03_2	3	imageCountParentObj	252
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	27	E04_1	3	imageCountParentObj	212
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	28	E04_2	3	imageCountParentObj	193
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	29	E05_1	3	imageCountParentObj	264
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	30	E05_2	3	imageCountParentObj	204
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	31	E06_1	3	imageCountParentObj	249
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	32	E06_2	3	imageCountParentObj	271
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	33	E07_1	3	imageCountParentObj	236
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	34	E07_2	3	imageCountParentObj	341
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	35	E08_1	3	imageCountParentObj	211
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	36	E08_2	3	imageCountParentObj	288
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	37	F03_1	4	imageCountParentObj	136
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	38	F03_2	4	imageCountParentObj	89
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	39	F04_1	4	imageCountParentObj	115
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	40	F04_2	4	imageCountParentObj	109
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	41	F05_1	4	imageCountParentObj	118
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	42	F05_2	4	imageCountParentObj	93
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	43	F06_1	4	imageCountParentObj	152
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	44	F06_2	4	imageCountParentObj	111
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	45	F07_1	4	imageCountParentObj	108
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	46	F07_2	4	imageCountParentObj	114
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	47	F08_1	4	imageCountParentObj	84
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	48	F08_2	4	imageCountParentObj	116
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	49	G03_1	5	imageCountParentObj	316
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	50	G03_2	5	imageCountParentObj	275
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	51	G04_1	5	imageCountParentObj	335
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	52	G04_2	5	imageCountParentObj	306
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	53	G05_1	5	imageCountParentObj	276
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	54	G05_2	5	imageCountParentObj	301
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	55	G06_1	5	imageCountParentObj	344
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	56	G06_2	5	imageCountParentObj	298
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	57	G07_1	5	imageCountParentObj	380
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	58	G07_2	5	imageCountParentObj	348
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	59	G08_1	5	imageCountParentObj	350
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	60	G08_2	5	imageCountParentObj	319
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	61	H03_1	6	imageCountParentObj	415
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	62	H03_2	6	imageCountParentObj	265
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	63	H04_1	6	imageCountParentObj	322
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	64	H04_2	6	imageCountParentObj	259
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	65	H05_1	6	imageCountParentObj	373
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	66	H05_2	6	imageCountParentObj	356
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	67	H06_1	6	imageCountParentObj	339
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	68	H06_2	6	imageCountParentObj	398
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	69	H07_1	6	imageCountParentObj	303
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	70	H07_2	6	imageCountParentObj	302
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	71	H08_1	6	imageCountParentObj	197
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	72	H08_2	6	imageCountParentObj	312
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	73	I03_1	7	imageCountParentObj	332
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	74	I03_2	7	imageCountParentObj	275
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	75	I04_1	7	imageCountParentObj	309
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	76	I04_2	7	imageCountParentObj	309
