treatment	medium	dose_uM	plateID	timeID	cell_line	imageNumber	locationID	control	variable	value
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	77	I05_1	7	imageCountParentObj	374
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	78	I05_2	7	imageCountParentObj	323
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	79	I06_1	7	imageCountParentObj	357
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	80	I06_2	7	imageCountParentObj	292
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	81	I07_1	7	imageCountParentObj	302
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	82	I07_2	7	imageCountParentObj	353
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	83	I08_1	7	imageCountParentObj	203
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	84	I08_2	7	imageCountParentObj	286
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	85	J03_1	8	imageCountParentObj	126
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	86	J03_2	8	imageCountParentObj	83
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	87	J04_1	8	imageCountParentObj	129
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	88	J04_2	8	imageCountParentObj	90
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	89	J05_1	8	imageCountParentObj	103
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	90	J05_2	8	imageCountParentObj	111
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	91	J06_1	8	imageCountParentObj	99
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	92	J06_2	8	imageCountParentObj	107
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	93	J07_1	8	imageCountParentObj	111
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	94	J07_2	8	imageCountParentObj	109
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	95	J08_1	8	imageCountParentObj	93
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	96	J08_2	8	imageCountParentObj	96
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	1	C03_1	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	27.87212553
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	2	C03_2	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	32.9583329
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	3	C04_1	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	26.59620339
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	4	C04_2	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	28.70385393
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	5	C05_1	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	5.05953773
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	6	C05_2	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	5.22391298
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	7	C06_1	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.061685304
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	8	C06_2	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.957127859
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	9	C07_1	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	39.93542873
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	10	C07_2	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	37.50015188
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	11	C08_1	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	31.34076871
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	12	C08_2	1	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	38.2097992
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	13	D03_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.527238216
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	14	D03_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.44820279
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	15	D04_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.791434751
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	16	D04_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.717145854
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	17	D05_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.56166287
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	18	D05_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.834015906
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	19	D06_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.694626034
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	20	D06_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.020636854
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	21	D07_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	28.70106899
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	22	D07_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	24.53895059
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	23	D08_1	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	22.0205023
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	24	D08_2	2	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	37.02265003
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	25	E03_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.804604431
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	26	E03_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.915299418
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	27	E04_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.832540909
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	28	E04_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.672627502
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	29	E05_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.867289243
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	30	E05_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.61139007
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	31	E06_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.112963729
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	32	E06_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.063174028
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	33	E07_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	24.45397097
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	34	E07_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	31.11294809
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	35	E08_1	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	23.04594498
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	36	E08_2	3	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	31.34921142
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	37	F03_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.848098547
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	38	F03_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.0438793
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	39	F04_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.56857256
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	40	F04_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.720912799
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	41	F05_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.216235236
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	42	F05_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.653122816
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	43	F06_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.286258951
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	44	F06_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.073323902
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	45	F07_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.870942508
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	46	F07_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.395655871
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	47	F08_1	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	5.545994102
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	24	MCF7-GREB1-GFP	48	F08_2	4	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.531581922
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	49	G03_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	11.1100921
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	50	G03_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	14.1387736
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	51	G04_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	12.60202027
Medium	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	52	G04_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	16.73331861
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	53	G05_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	12.9946766
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	54	G05_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	18.03880641
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	55	G06_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.773538608
DMSO	Comp_medium_NS	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	56	G06_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	11.0776404
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	57	G07_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.80537264
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	58	G07_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	10.43364307
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	59	G08_1	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.861873601
17B-estradiol	Comp_medium_NS	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	60	G08_2	5	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.291021105
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	61	H03_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.867059952
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	62	H03_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.190857939
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	63	H04_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.284321354
Medium	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	64	H04_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	10.34439711
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	65	H05_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.21902359
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	66	H05_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	9.716872026
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	67	H06_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	6.563385987
DMSO	Comp_medium_S	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	68	H06_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.759076445
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	69	H07_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.047494315
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	70	H07_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.871252505
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	71	H08_1	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.529325815
17B-estradiol	Comp_medium_S	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	72	H08_2	6	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.887120994
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	73	I03_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	5.403774216
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	74	I03_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.745972483
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	75	I04_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	7.199867422
Medium	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	76	I04_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	8.304795318
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	77	I05_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.436391179
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	78	I05_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.38689034
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	79	I06_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	5.031147636
DMSO	Starv_medium_1	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	80	I06_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.626718307
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	81	I07_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.418322361
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	82	I07_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.721151811
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	83	I08_1	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	5.397660387
17B-estradiol	Starv_medium_1	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	84	I08_2	7	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.438103894
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	85	J03_1	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.077477482
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	86	J03_2	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	6.318599101
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	87	J04_1	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.616770433
Medium	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	88	J04_2	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	4.26912235
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	89	J05_1	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.002690998
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	90	J05_2	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.201498262
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	91	J06_1	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.00310063
DMSO	Starv_medium_2	0	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	92	J06_2	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.502730747
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	93	J07_1	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	1.990496044
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	94	J07_2	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	3.346728591
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	95	J08_1	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.633003866
17B-estradiol	Starv_medium_2	1	20200216_Exp005-MT_t24	0	MCF7-GREB1-GFP	96	J08_2	8	Cytoplasm_N_Intensity_IntegratedIntensity_Image_GFP	2.561815799
