treatment	medium	dose_uM	plateID	timeID	cell_line	locationID	control	variable	value
17B-estradiol	Comp_medium_S	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D14_2	2	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.256576647
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E03_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.696453685
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E03_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.512059756
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E04_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.937613144
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E04_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.21347317
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E05_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.874805289
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E05_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.430839762
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E06_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.942481687
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E06_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.933784503
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E07_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.283249539
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E07_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.978669773
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E08_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.079056959
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E08_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.206217906
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E09_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.838849227
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E09_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.720460912
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E10_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	3.760297366
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E10_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	4.045211988
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E11_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.867354267
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E11_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	3.218931884
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E12_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.582294292
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E12_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.759697098
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E13_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.103377515
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E13_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	2.069232662
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E14_1	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.811023887
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E14_2	3	Nuclei_Intensity_IntegratedIntensity_Image_GFP	3.080036797
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F03_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.517822363
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F03_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.168609762
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F04_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.345314999
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F04_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.614723501
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F05_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.428326594
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F05_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.465361634
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F06_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.672933381
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F06_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.434522919
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F07_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	1.289454169
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F07_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.496873834
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F08_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.548804903
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F08_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.423467132
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F09_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.656696577
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F09_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.532308632
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F10_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.998566159
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F10_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.65334774
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F11_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.538063538
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F11_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.720381225
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F12_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.379149904
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F12_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.504093398
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F13_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.95473691
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F13_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.763740125
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F14_1	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.606933112
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F14_2	4	Nuclei_Intensity_IntegratedIntensity_Image_GFP	0.504676818
Medium	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C03_1	1	imageCountParentObj	834
Medium	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C03_2	1	imageCountParentObj	863
Medium	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C04_1	1	imageCountParentObj	766
Medium	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C04_2	1	imageCountParentObj	866
DMSO	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C05_1	1	imageCountParentObj	829
DMSO	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C05_2	1	imageCountParentObj	908
DMSO	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C06_1	1	imageCountParentObj	775
DMSO	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C06_2	1	imageCountParentObj	929
17B-estradiol	Comp_medium_NS	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C07_1	1	imageCountParentObj	888
17B-estradiol	Comp_medium_NS	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C07_2	1	imageCountParentObj	876
17B-estradiol	Comp_medium_NS	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C08_1	1	imageCountParentObj	791
17B-estradiol	Comp_medium_NS	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	C08_2	1	imageCountParentObj	789
Medium	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C09_1	1	imageCountParentObj	335
Medium	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C09_2	1	imageCountParentObj	340
Medium	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C10_1	1	imageCountParentObj	287
Medium	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C10_2	1	imageCountParentObj	273
DMSO	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C11_1	1	imageCountParentObj	251
DMSO	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C11_2	1	imageCountParentObj	372
DMSO	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C12_1	1	imageCountParentObj	361
DMSO	Comp_medium_NS	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C12_2	1	imageCountParentObj	396
17B-estradiol	Comp_medium_NS	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C13_1	1	imageCountParentObj	337
17B-estradiol	Comp_medium_NS	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C13_2	1	imageCountParentObj	268
17B-estradiol	Comp_medium_NS	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C14_1	1	imageCountParentObj	268
17B-estradiol	Comp_medium_NS	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	C14_2	1	imageCountParentObj	337
Medium	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D03_1	2	imageCountParentObj	898
Medium	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D03_2	2	imageCountParentObj	966
Medium	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D04_1	2	imageCountParentObj	912
Medium	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D04_2	2	imageCountParentObj	988
DMSO	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D05_1	2	imageCountParentObj	829
DMSO	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D05_2	2	imageCountParentObj	993
DMSO	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D06_1	2	imageCountParentObj	862
DMSO	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D06_2	2	imageCountParentObj	916
17B-estradiol	Comp_medium_S	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D07_1	2	imageCountParentObj	955
17B-estradiol	Comp_medium_S	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D07_2	2	imageCountParentObj	941
17B-estradiol	Comp_medium_S	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D08_1	2	imageCountParentObj	920
17B-estradiol	Comp_medium_S	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	D08_2	2	imageCountParentObj	871
Medium	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D09_1	2	imageCountParentObj	266
Medium	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D09_2	2	imageCountParentObj	405
Medium	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D10_1	2	imageCountParentObj	301
Medium	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D10_2	2	imageCountParentObj	338
DMSO	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D11_1	2	imageCountParentObj	351
DMSO	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D11_2	2	imageCountParentObj	371
DMSO	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D12_1	2	imageCountParentObj	290
DMSO	Comp_medium_S	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D12_2	2	imageCountParentObj	334
17B-estradiol	Comp_medium_S	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D13_1	2	imageCountParentObj	388
17B-estradiol	Comp_medium_S	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D13_2	2	imageCountParentObj	443
17B-estradiol	Comp_medium_S	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D14_1	2	imageCountParentObj	354
17B-estradiol	Comp_medium_S	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	D14_2	2	imageCountParentObj	392
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E03_1	3	imageCountParentObj	895
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E03_2	3	imageCountParentObj	944
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E04_1	3	imageCountParentObj	797
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E04_2	3	imageCountParentObj	829
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E05_1	3	imageCountParentObj	751
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E05_2	3	imageCountParentObj	821
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E06_1	3	imageCountParentObj	798
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E06_2	3	imageCountParentObj	839
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E07_1	3	imageCountParentObj	729
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E07_2	3	imageCountParentObj	783
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E08_1	3	imageCountParentObj	695
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	E08_2	3	imageCountParentObj	820
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E09_1	3	imageCountParentObj	676
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E09_2	3	imageCountParentObj	700
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E10_1	3	imageCountParentObj	647
Medium	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E10_2	3	imageCountParentObj	736
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E11_1	3	imageCountParentObj	726
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E11_2	3	imageCountParentObj	700
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E12_1	3	imageCountParentObj	679
DMSO	Starv_medium_1	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E12_2	3	imageCountParentObj	787
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E13_1	3	imageCountParentObj	632
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E13_2	3	imageCountParentObj	731
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E14_1	3	imageCountParentObj	631
17B-estradiol	Starv_medium_1	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	E14_2	3	imageCountParentObj	705
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F03_1	4	imageCountParentObj	286
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F03_2	4	imageCountParentObj	394
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F04_1	4	imageCountParentObj	262
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F04_2	4	imageCountParentObj	328
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F05_1	4	imageCountParentObj	379
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F05_2	4	imageCountParentObj	308
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F06_1	4	imageCountParentObj	367
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F06_2	4	imageCountParentObj	237
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F07_1	4	imageCountParentObj	286
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F07_2	4	imageCountParentObj	411
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F08_1	4	imageCountParentObj	191
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-PGR-GFP	F08_2	4	imageCountParentObj	327
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F09_1	4	imageCountParentObj	116
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F09_2	4	imageCountParentObj	158
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F10_1	4	imageCountParentObj	148
Medium	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F10_2	4	imageCountParentObj	207
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F11_1	4	imageCountParentObj	154
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F11_2	4	imageCountParentObj	154
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F12_1	4	imageCountParentObj	202
DMSO	Starv_medium_2	0	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F12_2	4	imageCountParentObj	141
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F13_1	4	imageCountParentObj	122
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F13_2	4	imageCountParentObj	159
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F14_1	4	imageCountParentObj	156
17B-estradiol	Starv_medium_2	1	20200221_Exp007_MT_t0	0	MCF7-TFF1-GFP	F14_2	4	imageCountParentObj	132
