,dose_nM,timeID,StateVar,GFP
0,0.001,1,GREB1,0.9140363450269712
1,0.001,2,GREB1,0.9140471764765244
2,0.001,3,GREB1,0.9141627582937559
3,0.001,4,GREB1,0.9145110888948518
4,0.001,5,GREB1,0.9151641228172117
5,0.001,6,GREB1,0.916130851919379
6,0.001,7,GREB1,0.9173772091874085
7,0.001,8,GREB1,0.9188465182794956
8,0.001,9,GREB1,0.9204745533799403
9,0.001,10,GREB1,0.922198865332102
10,0.001,11,GREB1,0.9239636859396055
11,0.001,12,GREB1,0.9257221653548346
12,0.001,13,GREB1,0.9274367689254551
13,0.001,14,GREB1,0.9290787572603367
14,0.001,15,GREB1,0.930627341910758
15,0.001,16,GREB1,0.9320682249090366
16,0.001,17,GREB1,0.9333927048267118
17,0.001,18,GREB1,0.9345964723178153
18,0.001,19,GREB1,0.9356786840904827
19,0.001,20,GREB1,0.9366411980492347
20,0.001,21,GREB1,0.9374878040734178
21,0.001,22,GREB1,0.9382236783373146
22,0.001,23,GREB1,0.9388549428826761
23,0.001,24,GREB1,0.9393883359108487
24,0.001,25,GREB1,0.9398308261237188
25,0.001,26,GREB1,0.940189514105258
26,0.001,27,GREB1,0.9404714135884785
27,0.001,28,GREB1,0.9406833348593441
28,0.001,29,GREB1,0.940831815197009
29,0.001,30,GREB1,0.9409230529646608
30,0.001,31,GREB1,0.9409628243958007
31,0.001,32,GREB1,0.9409565557833559
32,0.001,33,GREB1,0.9409092866665482
33,0.001,34,GREB1,0.9408255837438257
34,0.001,35,GREB1,0.9407097075327591
35,0.001,36,GREB1,0.9405655095661718
36,0.001,37,GREB1,0.9403964960550714
37,0.001,38,GREB1,0.9402058428324974
38,0.001,39,GREB1,0.939996418693618
39,0.001,40,GREB1,0.939770809854239
40,0.001,41,GREB1,0.9395313340458531
41,0.001,42,GREB1,0.9392800518068847
42,0.001,43,GREB1,0.93901882633751
43,0.001,44,GREB1,0.9387493139321093
44,0.001,45,GREB1,0.9384729817919887
45,0.001,46,GREB1,0.9381911401405356
46,0.001,47,GREB1,0.9379049487146782
47,0.001,48,GREB1,0.9376154307247778
48,0.001,49,GREB1,0.9373234819240032
49,0.001,50,GREB1,0.9370298965846989
50,0.001,51,GREB1,0.9367353956496105
51,0.001,52,GREB1,0.9364405866083354
52,0.001,53,GREB1,0.9361459967360978
53,0.001,54,GREB1,0.9358521001402442
54,0.001,55,GREB1,0.9355593060714501
55,0.001,1,PR,0.79549970306497
56,0.001,2,PR,0.7955006729040327
57,0.001,3,PR,0.7955113621632576
58,0.001,4,PR,0.7955449229900586
59,0.001,5,PR,0.7956108347643565
60,0.001,6,PR,0.7957135237002638
61,0.001,7,PR,0.7958534415674023
62,0.001,8,PR,0.7960284573545574
63,0.001,9,PR,0.7962350017309834
64,0.001,10,PR,0.7964688609481212
65,0.001,11,PR,0.7967256715060704
66,0.001,12,PR,0.7970012215877443
67,0.001,13,PR,0.7972916069223809
68,0.001,14,PR,0.7975933029416087
69,0.001,15,PR,0.7979031956722951
70,0.001,16,PR,0.798218553868933
71,0.001,17,PR,0.7985370197728349
72,0.001,18,PR,0.7988565684652686
73,0.001,19,PR,0.7991754745661824
74,0.001,20,PR,0.7994922824739022
75,0.001,21,PR,0.7998057676212419
76,0.001,22,PR,0.8001149066730812
77,0.001,23,PR,0.8004188519027373
78,0.001,24,PR,0.8007169096671563
79,0.001,25,PR,0.8010085130120186
80,0.001,26,PR,0.8012932092299413
81,0.001,27,PR,0.8015706409956537
82,0.001,28,PR,0.8018405333227708
83,0.001,29,PR,0.8021026828366965
84,0.001,30,PR,0.8023569453943565
85,0.001,31,PR,0.8026032245841203
86,0.001,32,PR,0.8028414706492091
87,0.001,33,PR,0.8030716702666085
88,0.001,34,PR,0.8032938397635478
89,0.001,35,PR,0.8035080209745332
90,0.001,36,PR,0.8037142786588142
91,0.001,37,PR,0.8039126952624073
92,0.001,38,PR,0.8041033682950303
93,0.001,39,PR,0.8042864074737515
94,0.001,40,PR,0.8044619329976868
95,0.001,41,PR,0.8046300731865977
96,0.001,42,PR,0.8047909636825987
97,0.001,43,PR,0.8049447437171267
98,0.001,44,PR,0.8050915567883197
99,0.001,45,PR,0.8052315496522156
100,0.001,46,PR,0.8053648706543027
101,0.001,47,PR,0.8054916695280278
102,0.001,48,PR,0.8056120966594772
103,0.001,49,PR,0.8057263026933765
104,0.001,50,PR,0.8058344378837254
105,0.001,51,PR,0.8059366502465073
106,0.001,52,PR,0.8060330853257196
107,0.001,53,PR,0.8061238914985503
108,0.001,54,PR,0.806209213392853
109,0.001,55,PR,0.8062891939239263
110,0.001,1,TFF1,0.9708742323483096
111,0.001,2,TFF1,0.971025164501604
112,0.001,3,TFF1,0.971416361615254
113,0.001,4,TFF1,0.9719708074950597
114,0.001,5,TFF1,0.9726289216183488
115,0.001,6,TFF1,0.9733450841584456
116,0.001,7,TFF1,0.9740848099117766
117,0.001,8,TFF1,0.9748224732815505
118,0.001,9,TFF1,0.9755394514950464
119,0.001,10,TFF1,0.9762226184580451
120,0.001,11,TFF1,0.9768631451458715
121,0.001,12,TFF1,0.9774555181101142
122,0.001,13,TFF1,0.9779967638488983
123,0.001,14,TFF1,0.9784858257578974
124,0.001,15,TFF1,0.9789230791823698
125,0.001,16,TFF1,0.9793099082510289
126,0.001,17,TFF1,0.9796484343152814
127,0.001,18,TFF1,0.9799412593341019
128,0.001,19,TFF1,0.9801912851599685
129,0.001,20,TFF1,0.980401576327207
130,0.001,21,TFF1,0.9805752433261251
131,0.001,22,TFF1,0.9807153683382791
132,0.001,23,TFF1,0.9808249491512321
133,0.001,24,TFF1,0.9809068608204743
134,0.001,25,TFF1,0.9809638164095413
135,0.001,26,TFF1,0.9809983692337956
136,0.001,27,TFF1,0.9810128962795467
137,0.001,28,TFF1,0.9810095929489262
138,0.001,29,TFF1,0.9809904744456781
139,0.001,30,TFF1,0.9809573869143076
140,0.001,31,TFF1,0.9809120106570705
141,0.001,32,TFF1,0.9808558690048766
142,0.001,33,TFF1,0.9807903415912574
143,0.001,34,TFF1,0.9807166616572278
144,0.001,35,TFF1,0.9806359508581831
145,0.001,36,TFF1,0.9805492057580769
146,0.001,37,TFF1,0.9804573189749137
147,0.001,38,TFF1,0.9803610864476755
148,0.001,39,TFF1,0.9802612168651259
149,0.001,40,TFF1,0.9801583397207759
150,0.001,41,TFF1,0.9800530117427302
151,0.001,42,TFF1,0.9799457205202078
152,0.001,43,TFF1,0.9798369032655604
153,0.001,44,TFF1,0.9797269434178296
154,0.001,45,TFF1,0.9796161760217723
155,0.001,46,TFF1,0.9795048969905734
156,0.001,47,TFF1,0.9793933646682191
157,0.001,48,TFF1,0.9792818038728464
158,0.001,49,TFF1,0.9791704083952045
159,0.001,50,TFF1,0.9790593472351137
160,0.001,51,TFF1,0.9789487733897516
161,0.001,52,TFF1,0.9788388184153985
162,0.001,53,TFF1,0.978729585936909
163,0.001,54,TFF1,0.9786211706982951
164,0.001,55,TFF1,0.9785136526704481
0,0.01,1,GREB1,0.9140363450269712
1,0.01,2,GREB1,0.914668685095375
2,0.01,3,GREB1,0.9213924162875343
3,0.01,4,GREB1,0.9415697792874216
4,0.01,5,GREB1,0.9794406980060654
5,0.01,6,GREB1,1.0359169245572717
6,0.01,7,GREB1,1.1096312456710709
7,0.01,8,GREB1,1.1978676044798224
8,0.01,9,GREB1,1.2972110193240134
9,0.01,10,GREB1,1.4040218559046502
10,0.01,11,GREB1,1.514804588151856
11,0.01,12,GREB1,1.6264761817710207
12,0.01,13,GREB1,1.7365208267060375
13,0.01,14,GREB1,1.843034552803674
14,0.01,15,GREB1,1.9446850579662736
15,0.01,16,GREB1,2.0406222702566357
16,0.01,17,GREB1,2.1303718403161356
17,0.01,18,GREB1,2.2137338285817916
18,0.01,19,GREB1,2.2906978911446725
19,0.01,20,GREB1,2.3613783227102374
20,0.01,21,GREB1,2.425967121214597
21,0.01,22,GREB1,2.4847018698814294
22,0.01,23,GREB1,2.537844532754604
23,0.01,24,GREB1,2.5856679221055887
24,0.01,25,GREB1,2.6284472412983932
25,0.01,26,GREB1,2.666454993099492
26,0.01,27,GREB1,2.6999579425800357
27,0.01,28,GREB1,2.7292153095127354
28,0.01,29,GREB1,2.754477787950148
29,0.01,30,GREB1,2.7759870383857805
30,0.01,31,GREB1,2.793975424145469
31,0.01,32,GREB1,2.8086658920547203
32,0.01,33,GREB1,2.820271992972626
33,0.01,34,GREB1,2.828997965644497
34,0.01,35,GREB1,2.835038840182288
35,0.01,36,GREB1,2.838580567823642
36,0.01,37,GREB1,2.839800177050001
37,0.01,38,GREB1,2.8388659552378823
38,0.01,39,GREB1,2.8359376445085216
39,0.01,40,GREB1,2.831166648811115
40,0.01,41,GREB1,2.8246962610386492
41,0.01,42,GREB1,2.8166618942660158
42,0.01,43,GREB1,2.8071913292917836
43,0.01,44,GREB1,2.7964049734948713
44,0.01,45,GREB1,2.7844161143907176
45,0.01,46,GREB1,2.771331199156508
46,0.01,47,GREB1,2.7572501144882513
47,0.01,48,GREB1,2.742266455608668
48,0.01,49,GREB1,2.7264678162239218
49,0.01,50,GREB1,2.7099360728315998
50,0.01,51,GREB1,2.6927476531841097
51,0.01,52,GREB1,2.6749738198815227
52,0.01,53,GREB1,2.656680941938768
53,0.01,54,GREB1,2.637930750725353
54,0.01,55,GREB1,2.6187806119345685
55,0.01,1,PR,0.79549970306497
56,0.01,2,PR,0.7955562997569324
57,0.01,3,PR,0.7961781771313685
58,0.01,4,PR,0.798122633210227
59,0.01,5,PR,0.8019448357896433
60,0.01,6,PR,0.8079375907967176
61,0.01,7,PR,0.8161882972935908
62,0.01,8,PR,0.8266384918067206
63,0.01,9,PR,0.839128783994654
64,0.01,10,PR,0.8534353513617965
65,0.01,11,PR,0.8693023530489671
66,0.01,12,PR,0.8864694385663208
67,0.01,13,PR,0.90469184825059
68,0.01,14,PR,0.9237520117033738
69,0.01,15,PR,0.9434636444297032
70,0.01,16,PR,0.9636706278787938
71,0.01,17,PR,0.9842430904833108
72,0.01,18,PR,1.005072599477773
73,0.01,19,PR,1.0260675874848866
74,0.01,20,PR,1.0471495607253916
75,0.01,21,PR,1.0682501808180291
76,0.01,22,PR,1.0893091391628849
77,0.01,23,PR,1.1102726548926853
78,0.01,24,PR,1.1310924268023976
79,0.01,25,PR,1.151724896176324
80,0.01,26,PR,1.172130720520571
81,0.01,27,PR,1.1922743800731768
82,0.01,28,PR,1.2121238661877924
83,0.01,29,PR,1.231650426892341
84,0.01,30,PR,1.2508283473154231
85,0.01,31,PR,1.2696347508199222
86,0.01,32,PR,1.2880494134524774
87,0.01,33,PR,1.3060545926556295
88,0.01,34,PR,1.323634865158778
89,0.01,35,PR,1.3407769709123902
90,0.01,36,PR,1.3574696639199777
91,0.01,37,PR,1.3737035689383503
92,0.01,38,PR,1.389471045411075
93,0.01,39,PR,1.4047660580878074
94,0.01,40,PR,1.4195840522669225
95,0.01,41,PR,1.4339218384421784
96,0.01,42,PR,1.4477774803602632
97,0.01,43,PR,1.4611501899902632
98,0.01,44,PR,1.4740402300898297
99,0.01,45,PR,1.486448815517501
100,0.01,46,PR,1.49837802997012
101,0.01,47,PR,1.5098307471612737
102,0.01,48,PR,1.5208105484711385
