"treatment"	"plateID"	"dose_uM"	"timeID"	"locationID"	"cell_line"	"variable"	"value"
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"17"	"G02_2"	"TFF1-GFP_mock"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.37000161454557
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"18"	"G02_2"	"TFF1-GFP_mock"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.16229639176146
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"19"	"G02_2"	"TFF1-GFP_mock"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.91100646389023
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"20"	"G02_2"	"TFF1-GFP_mock"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.77751330037311
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"21"	"G02_2"	"TFF1-GFP_mock"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.83716067653387
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"22"	"G02_2"	"TFF1-GFP_mock"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.82123252490904
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"23"	"G02_2"	"TFF1-GFP_mock"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.80519230144028
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"24"	"G02_2"	"TFF1-GFP_mock"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.67180556017895
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"1"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.2804173400357
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"2"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.24613910270523
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"3"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.32881607766889
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"4"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.4423280803023
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"5"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.41873967946922
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"6"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.51363621507449
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"7"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.51148970434011
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"8"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.53008235478784
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"9"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.48285089400478
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"10"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.52498776800138
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"11"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.46578590048634
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"12"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.41697065133257
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"13"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.43550286721196
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"14"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.41830206701232
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"15"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.46675221962043
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"16"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.57724901172992
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"17"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.39545301044196
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"18"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.45738975971408
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"19"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.41483107402534
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"20"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.34960159245659
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"21"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.28036387448826
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"22"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.22713887593422
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"23"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.2954298137025
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"24"	"G03_1"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.21568245285437
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"1"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.71528426831124
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"2"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.73357925156119
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"3"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.84349906372447
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"4"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.05501045173079
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"5"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.03326902970425
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"6"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.218353941619
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"7"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.17151773340986
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"8"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.81129734753167
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"9"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.78299149914684
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"10"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.6954764864124
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"11"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.85467985006439
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"12"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.82071677789902
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"13"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.72855255464592
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"14"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.5571461540546
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"15"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.67025489239494
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"16"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.5761614456578
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"17"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.63193770362907
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"18"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.60450595880885
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"19"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.45751767591628
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"20"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.47428162577751
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"21"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.43159750131416
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"22"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.43847192506113
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"23"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.31004207424102
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"24"	"G03_2"	"TFF1-GFP_siESR1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.36670329255063
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"1"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.5904971700974
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"2"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.70519274804158
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"3"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.01261493023669
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"4"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.75005277490776
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"5"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.33366387681821
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"6"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.97487951970816
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"7"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.31539368623085
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"8"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.58304770165946
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"9"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.647066450058
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"10"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.33630116325179
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"11"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.3547763019884
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"12"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.55137994934411
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"13"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.3340734936732
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"14"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.00814605993263
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"15"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.2048369234189
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"16"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.63619091766917
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"17"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.32367805779563
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"18"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.17764539016615
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"19"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.02139854558841
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"20"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.79971090425594
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"21"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.62179268880197
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"22"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.54632172008934
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"23"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.72896776308022
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"24"	"G04_1"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	5.05496277754279
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"1"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.49494525488254
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"2"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.40097186478585
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"3"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.68894123386404
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"4"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.91095734876064
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"5"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.43620204011721
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"6"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.62387195859773
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"7"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.71588012319682
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"8"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.77842081483721
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"9"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.75425705192626
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"10"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.06856603087384
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"11"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.12149653464499
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"12"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.2019544203295
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"13"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.216014012867
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"14"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.40904058280018
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"15"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.37658361270169
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"16"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.47511259299967
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"17"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.15647988997572
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"18"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.14359261118092
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"19"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.00804862293334
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"20"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.12806519181882
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"21"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.81353577007215
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"22"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.90073875616303
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"23"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	4.02228587748001
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"24"	"G04_2"	"TFF1-GFP_siGREB1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	3.81858744145305
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"1"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.16401753031257
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"2"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.13539281236135
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"3"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.23568175169879
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"4"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.38756310428075
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"5"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.48387602898339
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"6"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.53087361336545
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"7"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.57497396504132
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"8"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.666090675798
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"9"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.7074240437324
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"10"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.68169328881999
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"11"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.73607668547866
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"12"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.69721766989264
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"13"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.59560893155015
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"14"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.46151565617686
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"15"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.3947785100411
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"16"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.63373448176402
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"17"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.44968150824971
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"18"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.50140326649066
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"19"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.42476662000575
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"20"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.45899884488993
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"21"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.40920075498425
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"22"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.3566293358911
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"23"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.2526883163834
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"24"	"G05_1"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.23993882648525
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"1"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.62224858032309
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"2"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.63148203198308
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"3"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.78192583266236
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"4"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.7178903777209
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"5"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.6693686475086
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"6"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.49027299831401
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"7"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.37204571641571
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"8"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.11186789560021
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"9"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.16250587063448
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"10"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.14557586400761
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"11"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.14950079559479
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"12"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.98836670551503
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"13"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.06137903854354
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"14"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.09697120950568
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"15"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.9080898257858
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"16"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.0433497304164
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"17"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.06845138093922
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"18"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.86078111479265
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"19"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.70525999942883
"17B-estradiol"	"20200220_Exp006_MT_t24"	1	"20"	"G05_2"	"TFF1-GFP_siPGR"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.6167958466942
