"","StateVar","replID","dose_uM","timeID","Real_GFP_intensity"
"389","PGR","3",1000,13,1.08147669723055
"390","PGR","3",10000,13,1.14786213056823
"391","PGR","1",0,14,1
"392","PGR","1",1e-04,14,0.903322863484551
"393","PGR","1",0.001,14,0.74039233211072
"394","PGR","1",0.01,14,1.35967502454769
"395","PGR","1",0.1,14,1.73199163530528
"396","PGR","1",1,14,1.74200654573327
"397","PGR","1",10,14,1.28853541262635
"398","PGR","1",100,14,2.22477235929529
"399","PGR","1",1000,14,1.97895207565092
"400","PGR","1",10000,14,2.89053973709952
"401","PGR","2",0,14,1
"402","PGR","2",1e-04,14,0.824374662055237
"403","PGR","2",0.001,14,0.918939471197457
"404","PGR","2",0.01,14,1.26212356861699
"405","PGR","2",0.1,14,1.21878106004984
"406","PGR","2",1,14,1.40300293600173
"407","PGR","2",10,14,1.55959218333466
"408","PGR","2",100,14,1.96032540255357
"409","PGR","2",1000,14,1.81804724844157
"410","PGR","2",10000,14,1.63292295498925
"411","PGR","3",0,14,1
"412","PGR","3",1e-04,14,1.07246223183831
"413","PGR","3",0.001,14,0.928521446431243
"414","PGR","3",0.01,14,0.97125283915499
"415","PGR","3",0.1,14,1.10254237013548
"416","PGR","3",1,14,0.931982486145749
"417","PGR","3",10,14,1.35449109842933
"418","PGR","3",100,14,1.34533060123005
"419","PGR","3",1000,14,1.12022918279773
"420","PGR","3",10000,14,1.12127638559618
"421","PGR","1",0,15,1
"422","PGR","1",1e-04,15,0.955550347402396
"423","PGR","1",0.001,15,0.848379527645584
"424","PGR","1",0.01,15,1.43987465200395
"425","PGR","1",0.1,15,1.99731725246679
"426","PGR","1",1,15,1.98480052904605
"427","PGR","1",10,15,1.42827062346161
"428","PGR","1",100,15,2.50242107078423
"429","PGR","1",1000,15,2.22171230699314
"430","PGR","1",10000,15,3.3347093888298
"431","PGR","2",0,15,1
"432","PGR","2",1e-04,15,0.891166842533275
"433","PGR","2",0.001,15,1.02425673898614
"434","PGR","2",0.01,15,1.31627700992987
"435","PGR","2",0.1,15,1.39743566372089
"436","PGR","2",1,15,1.48950735711596
"437","PGR","2",10,15,1.74154620598072
"438","PGR","2",100,15,2.08362236939313
"439","PGR","2",1000,15,2.03553247434717
"440","PGR","2",10000,15,1.59986018812491
"441","PGR","3",0,15,1
"442","PGR","3",1e-04,15,1.13536328604254
"443","PGR","3",0.001,15,0.958992129347616
"444","PGR","3",0.01,15,0.972423468099757
"445","PGR","3",0.1,15,1.22905500605668
"446","PGR","3",1,15,0.984261745064202
"447","PGR","3",10,15,1.3709165496493
"448","PGR","3",100,15,1.46320230770542
"449","PGR","3",1000,15,1.24464542218206
"450","PGR","3",10000,15,1.21364495239245
"451","PGR","1",0,16,1
"452","PGR","1",1e-04,16,0.971568139691884
"453","PGR","1",0.001,16,0.790291855164745
"454","PGR","1",0.01,16,1.41374711847782
"455","PGR","1",0.1,16,2.10749040837935
"456","PGR","1",1,16,2.05012247134859
"457","PGR","1",10,16,1.59074807144291
"458","PGR","1",100,16,2.52712696965614
"459","PGR","1",1000,16,2.45680989106563
"460","PGR","1",10000,16,3.16530761855447
"461","PGR","2",0,16,1
"462","PGR","2",1e-04,16,0.860932385143548
"463","PGR","2",0.001,16,0.944722823470763
"464","PGR","2",0.01,16,1.37976677138776
"465","PGR","2",0.1,16,1.42286732093375
"466","PGR","2",1,16,1.47535806121622
"467","PGR","2",10,16,1.69055908155026
"468","PGR","2",100,16,2.14609962343972
"469","PGR","2",1000,16,2.01779714164971
"470","PGR","2",10000,16,1.51894130123906
"471","PGR","3",0,16,1
"472","PGR","3",1e-04,16,1.14548724377674
"473","PGR","3",0.001,16,0.933544818636399
"474","PGR","3",0.01,16,0.9621316802696
"475","PGR","3",0.1,16,1.23369729938979
"476","PGR","3",1,16,0.921363831163893
"477","PGR","3",10,16,1.34157724911297
"478","PGR","3",100,16,1.4196989025415
"479","PGR","3",1000,16,1.1975819642341
"480","PGR","3",10000,16,1.27935120234934
"481","PGR","1",0,17,1
"482","PGR","1",1e-04,17,0.96170835097695
"483","PGR","1",0.001,17,0.791324273657928
"484","PGR","1",0.01,17,1.49083592427357
"485","PGR","1",0.1,17,2.28972706098327
"486","PGR","1",1,17,2.10483730879616
"487","PGR","1",10,17,1.67166413935552
"488","PGR","1",100,17,2.69489891239221
"489","PGR","1",1000,17,2.67326589090509
"490","PGR","1",10000,17,3.85379494143241
"491","PGR","2",0,17,1
"492","PGR","2",1e-04,17,0.836109361973484
"493","PGR","2",0.001,17,0.988928793127194
"494","PGR","2",0.01,17,1.3244422378726
"495","PGR","2",0.1,17,1.51039226809293
"496","PGR","2",1,17,1.57559318876217
"497","PGR","2",10,17,1.6924733190315
"498","PGR","2",100,17,2.17747105528417
"499","PGR","2",1000,17,2.05381640926156
"500","PGR","2",10000,17,1.67570719927089
"501","PGR","3",0,17,1
"502","PGR","3",1e-04,17,1.10797418413669
"503","PGR","3",0.001,17,0.976247767124592
"504","PGR","3",0.01,17,0.992428095073301
"505","PGR","3",0.1,17,1.28455753441649
"506","PGR","3",1,17,1.00093089662952
"507","PGR","3",10,17,1.48504405435491
"508","PGR","3",100,17,1.37413292182512
"509","PGR","3",1000,17,1.407349743676
"510","PGR","3",10000,17,1.18527012412379
"511","PGR","1",0,18,1
"512","PGR","1",1e-04,18,0.914614889461975
"513","PGR","1",0.001,18,0.702252728616948
"514","PGR","1",0.01,18,1.43632163406402
"515","PGR","1",0.1,18,2.16659882750792
"516","PGR","1",1,18,1.97896526361363
"517","PGR","1",10,18,1.60850114415932
"518","PGR","1",100,18,2.69542162667438
"519","PGR","1",1000,18,2.57228094662618
"520","PGR","1",10000,18,3.39059877882023
"521","PGR","2",0,18,1
"522","PGR","2",1e-04,18,0.799388709243705
"523","PGR","2",0.001,18,0.951969338196641
"524","PGR","2",0.01,18,1.36713494001955
"525","PGR","2",0.1,18,1.56677272082643
"526","PGR","2",1,18,1.70158954419852
"527","PGR","2",10,18,1.76834562594195
"528","PGR","2",100,18,2.44767660073083
"529","PGR","2",1000,18,2.24060805446077
"530","PGR","2",10000,18,1.70995402547491
"531","PGR","3",0,18,1
"532","PGR","3",1e-04,18,1.07511667916943
"533","PGR","3",0.001,18,0.933541004659904
"534","PGR","3",0.01,18,0.942280449966121
"535","PGR","3",0.1,18,1.24749867379417
"536","PGR","3",1,18,0.950851723911799
"537","PGR","3",10,18,1.46788260975463
"538","PGR","3",100,18,1.4295885268888
"539","PGR","3",1000,18,1.32205984502068
"540","PGR","3",10000,18,1.16662163876812
"541","PGR","1",0,19,1
"542","PGR","1",1e-04,19,0.954425186612173
"543","PGR","1",0.001,19,0.72932953181451
"544","PGR","1",0.01,19,1.42242086172583
"545","PGR","1",0.1,19,2.23235967531776
"546","PGR","1",1,19,2.17465142731809
"547","PGR","1",10,19,1.77230689249651
"548","PGR","1",100,19,2.79725106645518
"549","PGR","1",1000,19,2.6507041415859
"550","PGR","1",10000,19,3.32223419058289
"551","PGR","2",0,19,1
"552","PGR","2",1e-04,19,0.880148055609806
"553","PGR","2",0.001,19,1.08788226544542
