"treatment"	"plateID"	"dose_uM"	"timeID"	"cell_line"	"locationID"	"variable"	"value"
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"18"	"PGR-GFP_siKP"	"E07_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.37283252266473
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"19"	"PGR-GFP_siKP"	"E07_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.60327965164359
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"20"	"PGR-GFP_siKP"	"E07_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.78452971151944
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"21"	"PGR-GFP_siKP"	"E07_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.01029844135188
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"22"	"PGR-GFP_siKP"	"E07_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.75465826168823
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"23"	"PGR-GFP_siKP"	"E07_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.22251752142411
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"24"	"PGR-GFP_siKP"	"E07_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.42067773271458
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"1"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.876086251731393
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"2"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.597465704406679
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"3"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.406730677719447
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"4"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.585647155754816
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"5"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.418990242429184
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"6"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.42688621570059
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"7"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.512681040612914
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"8"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.424165711165601
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"9"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.575203449327655
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"10"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.460410559138296
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"11"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.601123256346619
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"12"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.541128054761402
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"13"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.662592483538251
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"14"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.684665527243347
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"15"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.594573984647345
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"16"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.831917288101273
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"17"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.765030962239521
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"18"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.719411515895843
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"19"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.977588954549574
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"20"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.05549166603626
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"21"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.22139385440073
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"22"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.05565822968907
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"23"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.46126398764333
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"24"	"PGR-GFP_untreated"	"E08_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.63493063556802
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"1"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.987901908508385
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"2"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.710710448605314
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"3"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.553940119304086
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"4"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.642755207588148
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"5"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.477200574220325
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"6"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.470907797210136
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"7"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.587818342142141
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"8"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.542281292755459
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"9"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.669785931058002
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"10"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.595544679550766
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"11"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.741289475027592
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"12"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.585939166251776
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"13"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.716776722507674
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"14"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.72547732405289
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"15"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.676732597073751
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"16"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.868247366315945
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"17"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.930341436407901
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"18"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.897668218487331
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"19"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.13344078238008
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"20"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.17605932112111
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"21"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.34518079333003
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"22"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.2426955063397
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"23"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.5831372919531
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"24"	"PGR-GFP_untreated"	"E08_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.7497282527312
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"1"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.11822424467126
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"2"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.800230507934706
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"3"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.657426789483979
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"4"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.7679190500906
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"5"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.545776460596397
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"6"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.544472825756768
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"7"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.708672885178751
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"8"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.631232116271076
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"9"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.825252799707222
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"10"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.662245287195955
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"11"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.845284790915182
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"12"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.66825671837783
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"13"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.835324479529677
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"14"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.800723641414066
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"15"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.725502177924797
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"16"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.906355024831204
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"17"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.817981456852045
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"18"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.81269036519078
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"19"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.19876431968931
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"20"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.18643411037665
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"21"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.43891046161467
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"22"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.29932481660319
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"23"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.6721609978647
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"24"	"PGR-GFP_untreated"	"E08_3"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.68992678438867
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"1"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.05107124207839
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"2"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.831781142433463
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"3"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.678158040872224
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"4"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.726602053004571
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"5"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.551252476567815
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"6"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.551345705217937
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"7"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.741319890990431
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"8"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.605995517107074
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"9"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.773221555320223
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"10"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.592608793965083
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"11"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.763642195436114
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"12"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.660783977437754
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"13"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.809319341188344
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"14"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.7960935530526
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"15"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.761969653777654
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"16"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.978006409094794
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"17"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.954584754100655
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"18"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.935029829215609
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"19"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.23968874329749
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"20"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.24746292799544
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"21"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.50714540145914
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"22"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.33833851872779
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"23"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.78365188272171
"17B-estradiol"	"20200625_Exp267_Nikon2_24hrsliveKD"	1	"24"	"PGR-GFP_untreated"	"E08_4"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.00468900532371
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"1"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.63624214950816
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"2"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	2.25338316272817
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"3"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.77607479436753
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"4"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.80061223874177
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"5"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.38387642794169
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"6"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.27128275151318
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"7"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.50483332639844
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"8"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.29779434131203
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"9"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.50599728651448
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"10"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.30329998855902
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"11"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.53137775058563
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"12"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.2701937660573
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"13"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.46212222816144
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"14"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.30423818887298
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"15"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.0997014954022
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"16"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.32755518369425
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"17"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.20676091408117
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"18"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.0567352155988
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"19"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.24786036377643
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"20"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.25350189450839
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"21"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.23978254842392
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"22"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	0.993587311739907
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"23"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.36146343870849
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"24"	"PGR-GFP_untreated"	"E09_1"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.35110936560753
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"1"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.87671639924093
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"2"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.65765917505267
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"3"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.48963132902422
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"4"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.51997302931272
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"5"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.19034977546769
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"6"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.1720373834516
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"7"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.31716947318306
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"8"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.14486818944079
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"9"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.4007516864568
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"10"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.16741679621802
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"11"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.40441694291207
"Medium"	"20200625_Exp267_Nikon2_24hrsliveKD"	0	"12"	"PGR-GFP_untreated"	"E09_2"	"Nuclei_Intensity_IntegratedIntensity_Image_GFP"	1.16187393033632
