"treatment"	"dose_uM"	"plateID"	"timeID"	"cell_line"	"locationID"	"variable"	"value"
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"4"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	8.94712818118021
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"5"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.60771517395894
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"6"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.80341318467545
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"7"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.73941301069606
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"8"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.20868571273637
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"9"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.65980169887495
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"10"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.40628430267217
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"11"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.28631216740545
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"12"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	8.92594899512956
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"13"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	8.82138642448485
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"14"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.20030614300908
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"15"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.29757438107856
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"16"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	8.84064577268228
